"ID"	"State"	"InitialState"
"HKB0137_3000_N"	"HKB0137_3000_N"	"S02"	"IS02"
"HKB0155_3003_N"	"HKB0155_3003_N"	"S02"	"IS02"
"HKB0158_3000_N"	"HKB0158_3000_N"	"S02"	"IS02"
"HKB0160_3000_T"	"HKB0160_3000_T"	"S02"	"IS02"
"HKB0161_3000_N"	"HKB0161_3000_N"	"S02"	"IS02"
"HKB0227_3000_N"	"HKB0227_3000_N"	"S02"	"IS02"
"HKB0597_3000_N"	"HKB0597_3000_N"	"S02"	"IS02"
"HKB0657_3000_N"	"HKB0657_3000_N"	"S02"	"IS02"
"HKB0666_3000_N"	"HKB0666_3000_N"	"S02"	"IS02"
"HKB0719_3001_N"	"HKB0719_3001_N"	"S02"	"IS02"
"HKB0744_3001_N"	"HKB0744_3001_N"	"S02"	"IS02"
"HKB0019_3000_N"	"HKB0019_3000_N"	"S03"	"IS06"
"HKB0023_3000_N"	"HKB0023_3000_N"	"S03"	"IS06"
"HKB0033_3000_N"	"HKB0033_3000_N"	"S03"	"IS06"
"HKB0040_3000_N"	"HKB0040_3000_N"	"S03"	"IS06"
"HKB0049_3000_N"	"HKB0049_3000_N"	"S03"	"IS06"
"HKB0049_3006_T"	"HKB0049_3006_T"	"S03"	"IS06"
"HKB0050_3000_N"	"HKB0050_3000_N"	"S03"	"IS06"
"HKB0052_3000_T"	"HKB0052_3000_T"	"S03"	"IS06"
"HKB0052_3004_N"	"HKB0052_3004_N"	"S03"	"IS06"
"HKB0067_3000_N"	"HKB0067_3000_N"	"S03"	"IS06"
"HKB0094_3000_N"	"HKB0094_3000_N"	"S03"	"IS06"
"HKB0096_3000_N"	"HKB0096_3000_N"	"S03"	"IS06"
"HKB0102_3000_N"	"HKB0102_3000_N"	"S03"	"IS06"
"HKB0106_3000_N"	"HKB0106_3000_N"	"S03"	"IS06"
"HKB0109_3000_N"	"HKB0109_3000_N"	"S03"	"IS06"
"HKB0115_3000_N"	"HKB0115_3000_N"	"S03"	"IS06"
"HKB0120_3000_T"	"HKB0120_3000_T"	"S03"	"IS06"
"HKB0121_3000_N"	"HKB0121_3000_N"	"S03"	"IS06"
"HKB0122_3002_N"	"HKB0122_3002_N"	"S03"	"IS06"
"HKB0129_3002_N"	"HKB0129_3002_N"	"S03"	"IS06"
"HKB0133_3000_N"	"HKB0133_3000_N"	"S03"	"IS06"
"HKB0143_3000_N"	"HKB0143_3000_N"	"S03"	"IS06"
"HKB0149_3000_N"	"HKB0149_3000_N"	"S03"	"IS06"
"HKB0150_3000_N"	"HKB0150_3000_N"	"S03"	"IS06"
"HKB0157_3000_N"	"HKB0157_3000_N"	"S03"	"IS06"
"HKB0159_3000_N"	"HKB0159_3000_N"	"S03"	"IS06"
"HKB0160_3001_N"	"HKB0160_3001_N"	"S03"	"IS06"
"HKB0162_3000_N"	"HKB0162_3000_N"	"S03"	"IS06"
"HKB0167_3000_N"	"HKB0167_3000_N"	"S03"	"IS06"
"HKB0179_3000_N"	"HKB0179_3000_N"	"S03"	"IS06"
"HKB0186_3000_T"	"HKB0186_3000_T"	"S03"	"IS06"
"HKB0196_3000_N"	"HKB0196_3000_N"	"S03"	"IS06"
"HKB0198_3000_N"	"HKB0198_3000_N"	"S03"	"IS06"
"HKB0207_3000_N"	"HKB0207_3000_N"	"S03"	"IS06"
"HKB0210_3000_N"	"HKB0210_3000_N"	"S03"	"IS06"
"HKB0211_3000_N"	"HKB0211_3000_N"	"S03"	"IS06"
"HKB0214_3000_N"	"HKB0214_3000_N"	"S03"	"IS06"
"HKB0220_3003_N"	"HKB0220_3003_N"	"S03"	"IS06"
"HKB0221_3000_N"	"HKB0221_3000_N"	"S03"	"IS06"
"HKB0222_3000_N"	"HKB0222_3000_N"	"S03"	"IS06"
"HKB0226_3000_N"	"HKB0226_3000_N"	"S03"	"IS06"
"HKB0571_3000_N"	"HKB0571_3000_N"	"S03"	"IS06"
"HKB0574_3000_N"	"HKB0574_3000_N"	"S03"	"IS06"
"HKB0577_3000_N"	"HKB0577_3000_N"	"S03"	"IS06"
"HKB0583_3000_N"	"HKB0583_3000_N"	"S03"	"IS06"
"HKB0618_3000_N"	"HKB0618_3000_N"	"S03"	"IS06"
"HKB0648_3000_N"	"HKB0648_3000_N"	"S03"	"IS06"
"HKB0663_3000_N"	"HKB0663_3000_N"	"S03"	"IS06"
"HKB0672_3000_N"	"HKB0672_3000_N"	"S03"	"IS06"
"HKB0710_3001_N"	"HKB0710_3001_N"	"S03"	"IS06"
"HKB0718_3001_N"	"HKB0718_3001_N"	"S03"	"IS06"
"HKB0737_3000_T"	"HKB0737_3000_T"	"S03"	"IS06"
"HKB0748_3001_N"	"HKB0748_3001_N"	"S03"	"IS06"
"HKB0751_3001_N"	"HKB0751_3001_N"	"S03"	"IS06"
"HKB0004_3000_N"	"HKB0004_3000_N"	"S04"	"IS01"
"HKB0006_3000_N"	"HKB0006_3000_N"	"S04"	"IS01"
"HKB0074_3000_T"	"HKB0074_3000_T"	"S04"	"IS01"
"HKB0088_3000_T"	"HKB0088_3000_T"	"S04"	"IS01"
"HKB0091_3001_T"	"HKB0091_3001_T"	"S04"	"IS01"
"HKB0100_3006_T"	"HKB0100_3006_T"	"S04"	"IS01"
"HKB0209_3004_T"	"HKB0209_3004_T"	"S04"	"IS01"
"HKB0722_3001_N"	"HKB0722_3001_N"	"S04"	"IS01"
"HKB0006_3006_T"	"HKB0006_3006_T"	"S05"	"IS05"
"HKB0007_3005_T"	"HKB0007_3005_T"	"S05"	"IS05"
"HKB0079_3000_N"	"HKB0079_3000_N"	"S05"	"IS05"
"HKB0129_3000_T"	"HKB0129_3000_T"	"S05"	"IS05"
"HKB0164_3006_T"	"HKB0164_3006_T"	"S05"	"IS05"
"HKB0210_3006_T"	"HKB0210_3006_T"	"S05"	"IS05"
