"ID"	"State"	"InitialState"
"HKB0618_3000_N"	"HKB0618_3000_N"	"S02"	"IS05"
"HKB0648_3000_N"	"HKB0648_3000_N"	"S02"	"IS05"
"HKB0657_3000_N"	"HKB0657_3000_N"	"S02"	"IS05"
"HKB0663_3000_N"	"HKB0663_3000_N"	"S02"	"IS05"
"HKB0666_3000_N"	"HKB0666_3000_N"	"S02"	"IS05"
"HKB0672_3000_N"	"HKB0672_3000_N"	"S02"	"IS05"
"HKB0710_3001_N"	"HKB0710_3001_N"	"S02"	"IS05"
"HKB0718_3001_N"	"HKB0718_3001_N"	"S02"	"IS05"
"HKB0719_3001_N"	"HKB0719_3001_N"	"S02"	"IS05"
"HKB0722_3001_N"	"HKB0722_3001_N"	"S02"	"IS05"
"HKB0744_3001_N"	"HKB0744_3001_N"	"S02"	"IS05"
"HKB0748_3001_N"	"HKB0748_3001_N"	"S02"	"IS05"
"HKB0751_3001_N"	"HKB0751_3001_N"	"S02"	"IS05"
"HKB0752_3001_N"	"HKB0752_3001_N"	"S02"	"IS05"
"HKB0008_3006_T"	"HKB0008_3006_T"	"S03"	"IS03"
"HKB0019_3006_T"	"HKB0019_3006_T"	"S03"	"IS03"
"HKB0036_3006_T"	"HKB0036_3006_T"	"S03"	"IS03"
"HKB0038_3006_T"	"HKB0038_3006_T"	"S03"	"IS03"
"HKB0040_3002_T"	"HKB0040_3002_T"	"S03"	"IS03"
"HKB0049_3006_T"	"HKB0049_3006_T"	"S03"	"IS03"
"HKB0054_3000_T"	"HKB0054_3000_T"	"S03"	"IS03"
"HKB0064_3004_T"	"HKB0064_3004_T"	"S03"	"IS03"
"HKB0065_3006_T"	"HKB0065_3006_T"	"S03"	"IS03"
"HKB0069_3000_T"	"HKB0069_3000_T"	"S03"	"IS03"
"HKB0079_3006_T"	"HKB0079_3006_T"	"S03"	"IS03"
"HKB0082_3006_T"	"HKB0082_3006_T"	"S03"	"IS03"
"HKB0084_3000_T"	"HKB0084_3000_T"	"S03"	"IS03"
"HKB0088_3000_T"	"HKB0088_3000_T"	"S03"	"IS03"
"HKB0091_3001_T"	"HKB0091_3001_T"	"S03"	"IS03"
"HKB0098_3005_T"	"HKB0098_3005_T"	"S03"	"IS03"
"HKB0120_3000_T"	"HKB0120_3000_T"	"S03"	"IS03"
"HKB0134_3006_T"	"HKB0134_3006_T"	"S03"	"IS03"
"HKB0143_3006_T"	"HKB0143_3006_T"	"S03"	"IS03"
"HKB0164_3006_T"	"HKB0164_3006_T"	"S03"	"IS03"
"HKB0167_3006_T"	"HKB0167_3006_T"	"S03"	"IS03"
"HKB0182_3006_T"	"HKB0182_3006_T"	"S03"	"IS03"
"HKB0186_3000_T"	"HKB0186_3000_T"	"S03"	"IS03"
"HKB0194_3006_T"	"HKB0194_3006_T"	"S03"	"IS03"
"HKB0207_3001_T"	"HKB0207_3001_T"	"S03"	"IS03"
"HKB0209_3004_T"	"HKB0209_3004_T"	"S03"	"IS03"
"HKB0216_3000_N"	"HKB0216_3000_N"	"S03"	"IS03"
"HKB0220_3000_T"	"HKB0220_3000_T"	"S03"	"IS03"
"HKB0220_3003_N"	"HKB0220_3003_N"	"S03"	"IS03"
"HKB0573_3000_T"	"HKB0573_3000_T"	"S03"	"IS03"
"HKB0576_3000_T"	"HKB0576_3000_T"	"S03"	"IS03"
"HKB0579_3000_T"	"HKB0579_3000_T"	"S03"	"IS03"
"HKB0636_3000_N"	"HKB0636_3000_N"	"S03"	"IS03"
"HKB0659_3000_T"	"HKB0659_3000_T"	"S03"	"IS03"
"HKB0674_3000_T"	"HKB0674_3000_T"	"S03"	"IS03"
"HKB0698_3000_T"	"HKB0698_3000_T"	"S03"	"IS03"
"HKB0701_3000_T"	"HKB0701_3000_T"	"S03"	"IS03"
"HKB0710_3000_T"	"HKB0710_3000_T"	"S03"	"IS03"
"HKB0718_3000_T"	"HKB0718_3000_T"	"S03"	"IS03"
"HKB0736_3000_T"	"HKB0736_3000_T"	"S03"	"IS03"
"HKB0737_3000_T"	"HKB0737_3000_T"	"S03"	"IS03"
"HKB0751_3000_T"	"HKB0751_3000_T"	"S03"	"IS03"
"HKB0752_3000_T"	"HKB0752_3000_T"	"S03"	"IS03"
